application,csha,commit link_x,excluded,Commit ID,total_files,deleted_files,testing,maintenance,build,commit message,Bug fix,Documentation,Clean up,check,Source Control,Feature Add,Merge,Refactoring,Token Replace,Tagger ID,commit link
apache-commons-compress,ed7b39b5555df6fc29d3f5f709a1eb60a0ab9ba4,https://github.com/apache/commons-compress/commit/ed7b39b5555df6fc29d3f5f709a1eb60a0ab9ba4,0,apache-commons-compress_ed7b39b5555df6fc29d3f5f709a1eb60a0ab9ba4.json,1,0,0,0,0,typo,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/ed7b39b5555df6fc29d3f5f709a1eb60a0ab9ba4
apache-commons-compress,e2cf412a7856a7a9f314c3927df2f5a04f42177d,https://github.com/apache/commons-compress/commit/e2cf412a7856a7a9f314c3927df2f5a04f42177d,0,apache-commons-compress_e2cf412a7856a7a9f314c3927df2f5a04f42177d.json,3,0,1,0,0,inflat may return need input handl case proper,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/e2cf412a7856a7a9f314c3927df2f5a04f42177d
apache-commons-compress,01468f09b9156554e1ff7ca6136c0241e69da27d,https://github.com/apache/commons-compress/commit/01468f09b9156554e1ff7ca6136c0241e69da27d,0,apache-commons-compress_01468f09b9156554e1ff7ca6136c0241e69da27d.json,1,0,0,1,0,miss,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/01468f09b9156554e1ff7ca6136c0241e69da27d
apache-commons-compress,6846564d8345aba5d64ce943656a60ccf3635978,https://github.com/apache/commons-compress/commit/6846564d8345aba5d64ce943656a60ccf3635978,0,apache-commons-compress_6846564d8345aba5d64ce943656a60ccf3635978.json,4,0,0,1,1,add big file use gnu tar exten write support ad later base patch john,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/6846564d8345aba5d64ce943656a60ccf3635978
apache-commons-compress,ca805935eb4e125c5a4a1ae5dcfa4bf72ec25cd9,https://github.com/apache/commons-compress/commit/ca805935eb4e125c5a4a1ae5dcfa4bf72ec25cd9,0,apache-commons-compress_ca805935eb4e125c5a4a1ae5dcfa4bf72ec25cd9.json,1,0,0,1,0,jar use encod,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/ca805935eb4e125c5a4a1ae5dcfa4bf72ec25cd9
apache-commons-compress,1ce7ae0e8c9927d1d28c1ebd82aea9a8ec034670,https://github.com/apache/commons-compress/commit/1ce7ae0e8c9927d1d28c1ebd82aea9a8ec034670,0,apache-commons-compress_1ce7ae0e8c9927d1d28c1ebd82aea9a8ec034670.json,2,0,0,1,0,explicit box,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/1ce7ae0e8c9927d1d28c1ebd82aea9a8ec034670
apache-commons-compress,60e2dec0b64a2d1d14f3724e91511817ba1d3508,https://github.com/apache/commons-compress/commit/60e2dec0b64a2d1d14f3724e91511817ba1d3508,0,apache-commons-compress_60e2dec0b64a2d1d14f3724e91511817ba1d3508.json,6,0,1,1,0,initi implement extra field hold zip data mani question mark well like forc chang way deal extra field specif one par logic option data,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/60e2dec0b64a2d1d14f3724e91511817ba1d3508
apache-commons-compress,303a757173963b400179cb6656315aa3143141c9,https://github.com/apache/commons-compress/commit/303a757173963b400179cb6656315aa3143141c9,0,,,,,,,,,,,,,,,,,jc,
apache-commons-compress,e2f8a9b709aefe07993173e3ff904b88f4d03b13,https://github.com/apache/commons-compress/commit/e2f8a9b709aefe07993173e3ff904b88f4d03b13,0,apache-commons-compress_e2f8a9b709aefe07993173e3ff904b88f4d03b13.json,1,0,0,0,0,fix code flow,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/e2f8a9b709aefe07993173e3ff904b88f4d03b13
apache-commons-compress,34e9390434e8cfb851c2a664f21b6de83323e6ad,https://github.com/apache/commons-compress/commit/34e9390434e8cfb851c2a664f21b6de83323e6ad,0,apache-commons-compress_34e9390434e8cfb851c2a664f21b6de83323e6ad.json,5,0,0,1,0,address issu detect,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/34e9390434e8cfb851c2a664f21b6de83323e6ad
apache-commons-compress,a0e27b5a4c3fd1e650865656346cf7901124e832,https://github.com/apache/commons-compress/commit/a0e27b5a4c3fd1e650865656346cf7901124e832,0,apache-commons-compress_a0e27b5a4c3fd1e650865656346cf7901124e832.json,2,0,1,0,0,add support compressor,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/a0e27b5a4c3fd1e650865656346cf7901124e832
apache-commons-compress,d244dc6f6b7b1dba9f20cd7698fc576b2ec5e4ac,https://github.com/apache/commons-compress/commit/d244dc6f6b7b1dba9f20cd7698fc576b2ec5e4ac,0,apache-commons-compress_d244dc6f6b7b1dba9f20cd7698fc576b2ec5e4ac.json,2,0,0,0,0,fix submit,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/d244dc6f6b7b1dba9f20cd7698fc576b2ec5e4ac
apache-commons-compress,a03362129bd63208aa6c0a5a47d5ddd2b0cc81f1,https://github.com/apache/commons-compress/commit/a03362129bd63208aa6c0a5a47d5ddd2b0cc81f1,0,apache-commons-compress_a03362129bd63208aa6c0a5a47d5ddd2b0cc81f1.json,3,0,0,1,0,move first line statement,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/a03362129bd63208aa6c0a5a47d5ddd2b0cc81f1
apache-commons-compress,c5d9ec80ab29edea74b98bb8e8a667ec13313f76,https://github.com/apache/commons-compress/commit/c5d9ec80ab29edea74b98bb8e8a667ec13313f76,0,apache-commons-compress_c5d9ec80ab29edea74b98bb8e8a667ec13313f76.json,2,0,1,1,0,defer creation output stream data written order keep empti stream empti write dictionari inform exampl,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/c5d9ec80ab29edea74b98bb8e8a667ec13313f76
apache-commons-compress,e8999e2b17ffe1bfc90d0499461829970293703c,https://github.com/apache/commons-compress/commit/e8999e2b17ffe1bfc90d0499461829970293703c,0,apache-commons-compress_e8999e2b17ffe1bfc90d0499461829970293703c.json,1,0,0,0,0,correct spell,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/e8999e2b17ffe1bfc90d0499461829970293703c
apache-commons-compress,d84b2ec4054445dc2ebc79d09ed48a08665ad131,https://github.com/apache/commons-compress/commit/d84b2ec4054445dc2ebc79d09ed48a08665ad131,0,apache-commons-compress_d84b2ec4054445dc2ebc79d09ed48a08665ad131.json,1,0,0,0,0,r broke immut,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/d84b2ec4054445dc2ebc79d09ed48a08665ad131
apache-commons-compress,8a942e0d97363cbe094cd4b9a083bc9815ca02db,https://github.com/apache/commons-compress/commit/8a942e0d97363cbe094cd4b9a083bc9815ca02db,0,apache-commons-compress_8a942e0d97363cbe094cd4b9a083bc9815ca02db.json,4,0,1,1,0,clean close semant increa copi buffer size somewhat,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/8a942e0d97363cbe094cd4b9a083bc9815ca02db
apache-commons-compress,ec5bd473c597470a46ba91c43a3367552ec4e2b3,https://github.com/apache/commons-compress/commit/ec5bd473c597470a46ba91c43a3367552ec4e2b3,0,apache-commons-compress_ec5bd473c597470a46ba91c43a3367552ec4e2b3.json,1,0,0,0,0,reduc duplic read method,0,0,0,c,0,0,0,1,0,jc,https://github.com/apache/commons-compress/commit/ec5bd473c597470a46ba91c43a3367552ec4e2b3
apache-commons-compress,a67bdc013c9fd965abaca375b9b47554a115f40e,https://github.com/apache/commons-compress/commit/a67bdc013c9fd965abaca375b9b47554a115f40e,0,apache-commons-compress_a67bdc013c9fd965abaca375b9b47554a115f40e.json,3,0,1,1,0,better estim requir buffer size charact encod charact found requir output buffer expan scan buffer charact attempt expand buffer,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/a67bdc013c9fd965abaca375b9b47554a115f40e
apache-commons-compress,0851aed43bcea41dc4e7d2a7cfb95eae4dc65bd4,https://github.com/apache/commons-compress/commit/0851aed43bcea41dc4e7d2a7cfb95eae4dc65bd4,0,apache-commons-compress_0851aed43bcea41dc4e7d2a7cfb95eae4dc65bd4.json,3,0,1,1,0,unit test remain chunk type along necessari fix test archiv handcraft wrong right fix implement verif insid stream,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/0851aed43bcea41dc4e7d2a7cfb95eae4dc65bd4
apache-commons-compress,f015344879f1bc3505bc616fc7ae517cf9f60838,https://github.com/apache/commons-compress/commit/f015344879f1bc3505bc616fc7ae517cf9f60838,0,apache-commons-compress_f015344879f1bc3505bc616fc7ae517cf9f60838.json,4,0,1,1,0,throw invalid entri throw rather return null invalid entri encount order differenti entri error condit,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/f015344879f1bc3505bc616fc7ae517cf9f60838
apache-commons-compress,75bb4801554bdd389d4de811eb9552ef4332fc2d,https://github.com/apache/commons-compress/commit/75bb4801554bdd389d4de811eb9552ef4332fc2d,0,apache-commons-compress_75bb4801554bdd389d4de811eb9552ef4332fc2d.json,1,0,0,0,0,document class want get use,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/75bb4801554bdd389d4de811eb9552ef4332fc2d
apache-commons-compress,b36f7c929886b2159a6f57df6490ca6b1669de43,https://github.com/apache/commons-compress/commit/b36f7c929886b2159a6f57df6490ca6b1669de43,0,apache-commons-compress_b36f7c929886b2159a6f57df6490ca6b1669de43.json,3,0,0,0,0,unus code,0,0,1,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/b36f7c929886b2159a6f57df6490ca6b1669de43
apache-commons-compress,31536360f8caff36a6f3482f56545cd3f950c7ab,https://github.com/apache/commons-compress/commit/31536360f8caff36a6f3482f56545cd3f950c7ab,0,apache-commons-compress_31536360f8caff36a6f3482f56545cd3f950c7ab.json,1,0,0,1,0,minor,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/31536360f8caff36a6f3482f56545cd3f950c7ab
apache-commons-compress,d7d90daf1a0482294e42430387f35cbd02f5f4a1,https://github.com/apache/commons-compress/commit/d7d90daf1a0482294e42430387f35cbd02f5f4a1,0,apache-commons-compress_d7d90daf1a0482294e42430387f35cbd02f5f4a1.json,1,0,0,1,0,must overrid zip base method throw except entri bigger,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/d7d90daf1a0482294e42430387f35cbd02f5f4a1
apache-commons-compress,2a2f1dc48e22a34ddb72321a4db211da91aa933b,https://github.com/apache/commons-compress/commit/2a2f1dc48e22a34ddb72321a4db211da91aa933b,0,apache-commons-compress_2a2f1dc48e22a34ddb72321a4db211da91aa933b.json,1,0,0,1,0,make sure code get stuck infinit loop,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/2a2f1dc48e22a34ddb72321a4db211da91aa933b
apache-commons-compress,ea3bde832b7b06e6351a07ad02b1ca8b0325d62a,https://github.com/apache/commons-compress/commit/ea3bde832b7b06e6351a07ad02b1ca8b0325d62a,0,apache-commons-compress_ea3bde832b7b06e6351a07ad02b1ca8b0325d62a.json,1,0,0,0,0,count byte read,0,0,0,c,0,0,0,1,0,jc,https://github.com/apache/commons-compress/commit/ea3bde832b7b06e6351a07ad02b1ca8b0325d62a
apache-commons-compress,c36419580b38e19d63b5faeeb542910a73d553c0,https://github.com/apache/commons-compress/commit/c36419580b38e19d63b5faeeb542910a73d553c0,0,apache-commons-compress_c36419580b38e19d63b5faeeb542910a73d553c0.json,3,0,0,1,0,convert loop enhanc loop,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/c36419580b38e19d63b5faeeb542910a73d553c0
apache-commons-compress,516c38fd95fff30841f9af370f50cf1f7733c209,https://github.com/apache/commons-compress/commit/516c38fd95fff30841f9af370f50cf1f7733c209,0,,,,,,,,,,,,,,,,,jc,
apache-commons-compress,5106367b894952a348bcda32f14af74a821a9c83,https://github.com/apache/commons-compress/commit/5106367b894952a348bcda32f14af74a821a9c83,0,apache-commons-compress_5106367b894952a348bcda32f14af74a821a9c83.json,2,0,0,1,0,cosmet improv,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/5106367b894952a348bcda32f14af74a821a9c83
apache-commons-compress,44dbd93bc551ba4158024a3fa4f2defcf94b2b33,https://github.com/apache/commons-compress/commit/44dbd93bc551ba4158024a3fa4f2defcf94b2b33,0,apache-commons-compress_44dbd93bc551ba4158024a3fa4f2defcf94b2b33.json,11,0,0,1,0,class immut,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/44dbd93bc551ba4158024a3fa4f2defcf94b2b33
apache-commons-compress,08be5c2a6329caf0f780cce061b82223c8d12b24,https://github.com/apache/commons-compress/commit/08be5c2a6329caf0f780cce061b82223c8d12b24,0,apache-commons-compress_08be5c2a6329caf0f780cce061b82223c8d12b24.json,1,0,0,0,0,extran,0,0,1,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/08be5c2a6329caf0f780cce061b82223c8d12b24
apache-commons-compress,04173636b705ae43c29e22f52b8b75a1136ffddd,https://github.com/apache/commons-compress/commit/04173636b705ae43c29e22f52b8b75a1136ffddd,0,apache-commons-compress_04173636b705ae43c29e22f52b8b75a1136ffddd.json,7,0,1,1,0,chang access use declar type,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/04173636b705ae43c29e22f52b8b75a1136ffddd
apache-commons-compress,c66db899cb061c79934986f0efa19a50ca33703f,https://github.com/apache/commons-compress/commit/c66db899cb061c79934986f0efa19a50ca33703f,0,apache-commons-compress_c66db899cb061c79934986f0efa19a50ca33703f.json,4,0,1,0,0,saniti check compress size known etc,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/c66db899cb061c79934986f0efa19a50ca33703f
apache-commons-compress,f52ecf8657801852c55bc9118dd953a096388ab3,https://github.com/apache/commons-compress/commit/f52ecf8657801852c55bc9118dd953a096388ab3,0,apache-commons-compress_f52ecf8657801852c55bc9118dd953a096388ab3.json,1,0,0,0,0,format nit,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/f52ecf8657801852c55bc9118dd953a096388ab3
apache-commons-compress,85fac643b82861f72e0ab52d129e5edf1d873b34,https://github.com/apache/commons-compress/commit/85fac643b82861f72e0ab52d129e5edf1d873b34,0,apache-commons-compress_85fac643b82861f72e0ab52d129e5edf1d873b34.json,2,0,0,0,0,remov unus import,0,0,1,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/85fac643b82861f72e0ab52d129e5edf1d873b34
apache-commons-compress,231f1dfbff121018a6dafdaa033b5c7bf4b4cbb5,https://github.com/apache/commons-compress/commit/231f1dfbff121018a6dafdaa033b5c7bf4b4cbb5,0,apache-commons-compress_231f1dfbff121018a6dafdaa033b5c7bf4b4cbb5.json,1,0,0,0,0,updat count proper get rid,0,0,1,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/231f1dfbff121018a6dafdaa033b5c7bf4b4cbb5
apache-commons-compress,6c71a2b11ab80ce9c0523023712b3aebfa6d15b3,https://github.com/apache/commons-compress/commit/6c71a2b11ab80ce9c0523023712b3aebfa6d15b3,0,apache-commons-compress_6c71a2b11ab80ce9c0523023712b3aebfa6d15b3.json,3,0,1,1,0,star gnu tar may use binari encod numer valu includ modif time,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/6c71a2b11ab80ce9c0523023712b3aebfa6d15b3
apache-commons-compress,7e6c7136cf0165f107daf8f9f1818c7d9c9fcc27,https://github.com/apache/commons-compress/commit/7e6c7136cf0165f107daf8f9f1818c7d9c9fcc27,0,apache-commons-compress_7e6c7136cf0165f107daf8f9f1818c7d9c9fcc27.json,2,0,0,0,0,ignor unknown properti z file header,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/7e6c7136cf0165f107daf8f9f1818c7d9c9fcc27
apache-commons-compress,ed66885ceda532a07032b28d748431e5add6050a,https://github.com/apache/commons-compress/commit/ed66885ceda532a07032b28d748431e5add6050a,0,apache-commons-compress_ed66885ceda532a07032b28d748431e5add6050a.json,2,0,1,1,0,whitespac,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/ed66885ceda532a07032b28d748431e5add6050a
apache-commons-compress,69ceb4e14feb6273c06c1e35ba116b6783bb3278,https://github.com/apache/commons-compress/commit/69ceb4e14feb6273c06c1e35ba116b6783bb3278,0,apache-commons-compress_69ceb4e14feb6273c06c1e35ba116b6783bb3278.json,7,0,1,0,0,infrastructur encod file name tar,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/69ceb4e14feb6273c06c1e35ba116b6783bb3278
apache-commons-compress,3856d3f0a0826be3ccc6b160e740d5c7176df743,https://github.com/apache/commons-compress/commit/3856d3f0a0826be3ccc6b160e740d5c7176df743,0,apache-commons-compress_3856d3f0a0826be3ccc6b160e740d5c7176df743.json,1,0,0,0,0,add decod base librari add miss overrid annot,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/3856d3f0a0826be3ccc6b160e740d5c7176df743
apache-commons-compress,9db5028656f9be41ae5809f88ddd4c8ac0b48364,https://github.com/apache/commons-compress/commit/9db5028656f9be41ae5809f88ddd4c8ac0b48364,0,apache-commons-compress_9db5028656f9be41ae5809f88ddd4c8ac0b48364.json,5,0,1,1,0,replac check type marker support code beluga,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/9db5028656f9be41ae5809f88ddd4c8ac0b48364
apache-commons-compress,aa73926cfb012f875bdcfe6206225fde1028d13d,https://github.com/apache/commons-compress/commit/aa73926cfb012f875bdcfe6206225fde1028d13d,0,apache-commons-compress_aa73926cfb012f875bdcfe6206225fde1028d13d.json,4,0,0,0,1,support compress format submit,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/aa73926cfb012f875bdcfe6206225fde1028d13d
apache-commons-compress,f488eba11289fae758646a21f86b2ad6c4156538,https://github.com/apache/commons-compress/commit/f488eba11289fae758646a21f86b2ad6c4156538,0,apache-commons-compress_f488eba11289fae758646a21f86b2ad6c4156538.json,3,0,0,1,0,expo sourc field valu via dedic method,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/f488eba11289fae758646a21f86b2ad6c4156538
apache-commons-compress,5239909e088fe258cb4c665e4c1a3839189ed016,https://github.com/apache/commons-compress/commit/5239909e088fe258cb4c665e4c1a3839189ed016,0,apache-commons-compress_5239909e088fe258cb4c665e4c1a3839189ed016.json,1,0,0,1,0,add option use file name,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/5239909e088fe258cb4c665e4c1a3839189ed016
apache-commons-compress,13650931b296a6d0d34db1b0c4632e38a8a2593a,https://github.com/apache/commons-compress/commit/13650931b296a6d0d34db1b0c4632e38a8a2593a,0,apache-commons-compress_13650931b296a6d0d34db1b0c4632e38a8a2593a.json,3,0,1,1,0,add remain implement provid,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/13650931b296a6d0d34db1b0c4632e38a8a2593a
apache-commons-compress,a740ea60b32933bd71401b512cd57bb462fb67f0,https://github.com/apache/commons-compress/commit/a740ea60b32933bd71401b512cd57bb462fb67f0,0,apache-commons-compress_a740ea60b32933bd71401b512cd57bb462fb67f0.json,1,0,0,1,0,method synchron,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/a740ea60b32933bd71401b512cd57bb462fb67f0
apache-commons-compress,c83d9f7180cc9c9dcacc3326068d5a323ea9876d,https://github.com/apache/commons-compress/commit/c83d9f7180cc9c9dcacc3326068d5a323ea9876d,0,apache-commons-compress_c83d9f7180cc9c9dcacc3326068d5a323ea9876d.json,5,0,1,0,0,handl gnu extend filenam record,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/c83d9f7180cc9c9dcacc3326068d5a323ea9876d
apache-commons-compress,631c1dd6ca8e4859bef1b7e41e54b198429f4662,https://github.com/apache/commons-compress/commit/631c1dd6ca8e4859bef1b7e41e54b198429f4662,0,apache-commons-compress_631c1dd6ca8e4859bef1b7e41e54b198429f4662.json,1,0,0,1,0,fix bug delet file match name exit loop name match use rather match simpler quicker,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/631c1dd6ca8e4859bef1b7e41e54b198429f4662
apache-commons-compress,17ffd7f15c677bd595c759e0dec2238ba6e9df72,https://github.com/apache/commons-compress/commit/17ffd7f15c677bd595c759e0dec2238ba6e9df72,0,apache-commons-compress_17ffd7f15c677bd595c759e0dec2238ba6e9df72.json,6,0,1,1,0,add implement assum use second sinc epoch time valu,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/17ffd7f15c677bd595c759e0dec2238ba6e9df72
apache-commons-compress,b99befd1d7c43cf678e323143a14d51b2311828d,https://github.com/apache/commons-compress/commit/b99befd1d7c43cf678e323143a14d51b2311828d,0,apache-commons-compress_b99befd1d7c43cf678e323143a14d51b2311828d.json,1,0,0,0,0,remov see constructor,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/b99befd1d7c43cf678e323143a14d51b2311828d
apache-commons-compress,01d395157e5ffbc15b6f7e265885d4b7635791d5,https://github.com/apache/commons-compress/commit/01d395157e5ffbc15b6f7e265885d4b7635791d5,0,apache-commons-compress_01d395157e5ffbc15b6f7e265885d4b7635791d5.json,14,0,1,0,0,cleanup nitpick,0,0,1,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/01d395157e5ffbc15b6f7e265885d4b7635791d5
apache-commons-compress,72b8402659863a15c665241de57d5b8f773cf4a3,https://github.com/apache/commons-compress/commit/72b8402659863a15c665241de57d5b8f773cf4a3,0,apache-commons-compress_72b8402659863a15c665241de57d5b8f773cf4a3.json,1,0,0,0,0,appli patch alway full,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/72b8402659863a15c665241de57d5b8f773cf4a3
apache-commons-compress,d50feb67569fb5881b8a2ff5996f656c5f207c2e,https://github.com/apache/commons-compress/commit/d50feb67569fb5881b8a2ff5996f656c5f207c2e,0,apache-commons-compress_d50feb67569fb5881b8a2ff5996f656c5f207c2e.json,11,0,1,1,0,fail pas encod creat stream,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/d50feb67569fb5881b8a2ff5996f656c5f207c2e
apache-commons-compress,a93236644dbc55858c9b0aa012f5a2d7cd5bee33,https://github.com/apache/commons-compress/commit/a93236644dbc55858c9b0aa012f5a2d7cd5bee33,0,apache-commons-compress_a93236644dbc55858c9b0aa012f5a2d7cd5bee33.json,2,0,0,1,0,add dump,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/a93236644dbc55858c9b0aa012f5a2d7cd5bee33
apache-commons-compress,b7de910802687688e9d8bceab11b7a8f54db1693,https://github.com/apache/commons-compress/commit/b7de910802687688e9d8bceab11b7a8f54db1693,0,apache-commons-compress_b7de910802687688e9d8bceab11b7a8f54db1693.json,2,0,0,0,0,fix typo,0,0,0,c,0,0,0,0,1,jc,https://github.com/apache/commons-compress/commit/b7de910802687688e9d8bceab11b7a8f54db1693
apache-commons-compress,fa2e5bd29069144fa35fde720604c549205f99f0,https://github.com/apache/commons-compress/commit/fa2e5bd29069144fa35fde720604c549205f99f0,0,apache-commons-compress_fa2e5bd29069144fa35fde720604c549205f99f0.json,2,0,1,0,0,implement,0,0,0,c,0,1,0,0,0,jc,https://github.com/apache/commons-compress/commit/fa2e5bd29069144fa35fde720604c549205f99f0
apache-commons-compress,f05101e28403494b81704029cc50e66703c34151,https://github.com/apache/commons-compress/commit/f05101e28403494b81704029cc50e66703c34151,0,apache-commons-compress_f05101e28403494b81704029cc50e66703c34151.json,6,0,1,1,0,tweak code allow detect z close,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/f05101e28403494b81704029cc50e66703c34151
apache-commons-compress,b10528a62e51b2c5fdc0c4b7884cc93f03f8ce96,https://github.com/apache/commons-compress/commit/b10528a62e51b2c5fdc0c4b7884cc93f03f8ce96,0,apache-commons-compress_b10528a62e51b2c5fdc0c4b7884cc93f03f8ce96.json,7,1,1,1,0,break unit test add memori limit,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/b10528a62e51b2c5fdc0c4b7884cc93f03f8ce96
apache-commons-compress,f36320acca053aa7d0bb82f2aab582b0c04fcab1,https://github.com/apache/commons-compress/commit/f36320acca053aa7d0bb82f2aab582b0c04fcab1,0,apache-commons-compress_f36320acca053aa7d0bb82f2aab582b0c04fcab1.json,4,0,0,1,0,format tweak minor optim,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/f36320acca053aa7d0bb82f2aab582b0c04fcab1
apache-commons-compress,7aa8e75a91013d51348b2e15745972cd6e9aad50,https://github.com/apache/commons-compress/commit/7aa8e75a91013d51348b2e15745972cd6e9aad50,0,apache-commons-compress_7aa8e75a91013d51348b2e15745972cd6e9aad50.json,1,0,0,0,0,format nit,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/7aa8e75a91013d51348b2e15745972cd6e9aad50
apache-commons-compress,dd9f8951419a0431f0c7f1bf65fd995e3c12e6d2,https://github.com/apache/commons-compress/commit/dd9f8951419a0431f0c7f1bf65fd995e3c12e6d2,0,apache-commons-compress_dd9f8951419a0431f0c7f1bf65fd995e3c12e6d2.json,1,0,0,1,0,code reusabl output stream,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/dd9f8951419a0431f0c7f1bf65fd995e3c12e6d2
apache-commons-compress,011a0e7eccf12edd320e256c415e9f8cf7794f5f,https://github.com/apache/commons-compress/commit/011a0e7eccf12edd320e256c415e9f8cf7794f5f,0,apache-commons-compress_011a0e7eccf12edd320e256c415e9f8cf7794f5f.json,1,0,0,0,0,add comment explain long int,0,1,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/011a0e7eccf12edd320e256c415e9f8cf7794f5f
apache-commons-compress,ff5fb8a7a657a9068e8cade4566c69c62a1825d9,https://github.com/apache/commons-compress/commit/ff5fb8a7a657a9068e8cade4566c69c62a1825d9,0,apache-commons-compress_ff5fb8a7a657a9068e8cade4566c69c62a1825d9.json,1,0,0,1,0,bring back class backward compat,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/ff5fb8a7a657a9068e8cade4566c69c62a1825d9
apache-commons-compress,c2376685ed5cb56833327cb5f54e5f803a8e8fa9,https://github.com/apache/commons-compress/commit/c2376685ed5cb56833327cb5f54e5f803a8e8fa9,0,apache-commons-compress_c2376685ed5cb56833327cb5f54e5f803a8e8fa9.json,2,0,0,1,0,magic string,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/c2376685ed5cb56833327cb5f54e5f803a8e8fa9
apache-commons-compress,53c08f4580b75c6ce48196f76b0e40e23dccf113,https://github.com/apache/commons-compress/commit/53c08f4580b75c6ce48196f76b0e40e23dccf113,0,apache-commons-compress_53c08f4580b75c6ce48196f76b0e40e23dccf113.json,1,0,0,1,0,,0,0,0,c,0,0,0,0,0,jc,https://github.com/apache/commons-compress/commit/53c08f4580b75c6ce48196f76b0e40e23dccf113
